anio,provincia,sexo,grupo_edad,poblacion
2014,pastaza,Hombre,65+,1943
2014,pastaza,Mujer,0-14,17221
2014,pastaza,Mujer,15-19,4780
2014,pastaza,Mujer,20-29,9323
2014,pastaza,Mujer,30-44,8189
2014,pastaza,Mujer,45-64,5622
2014,pastaza,Mujer,65+,2225
2014,pichincha,Hombre,0-14,385748
2014,pichincha,Hombre,15-19,128060
2014,pichincha,Hombre,20-29,263776
2014,pichincha,Hombre,30-44,326212
2014,pichincha,Hombre,45-64,231162
2014,pichincha,Hombre,65+,77603
2014,pichincha,Mujer,0-14,369922
2014,pichincha,Mujer,15-19,124748
2014,pichincha,Mujer,20-29,270879
2014,pichincha,Mujer,30-44,343485
2014,pichincha,Mujer,45-64,257315
2014,pichincha,Mujer,65+,93885
2014,santa_elena,Hombre,0-14,54481
2014,santa_elena,Hombre,15-19,17058
2014,santa_elena,Hombre,20-29,33899
2014,santa_elena,Hombre,30-44,36510
2014,santa_elena,Hombre,45-64,24854
2014,santa_elena,Hombre,65+,9573
2014,santa_elena,Mujer,0-14,52109
2014,santa_elena,Mujer,15-19,16462
2014,santa_elena,Mujer,20-29,31249
2014,santa_elena,Mujer,30-44,34519
2014,santa_elena,Mujer,45-64,25201
2014,santa_elena,Mujer,65+,10715
2014,santo_domingo,Hombre,0-14,75883
2014,santo_domingo,Hombre,15-19,22621
2014,santo_domingo,Hombre,20-29,40776
2014,santo_domingo,Hombre,30-44,45662
2014,santo_domingo,Hombre,45-64,32431
2014,santo_domingo,Hombre,65+,12453
2014,santo_domingo,Mujer,0-14,72763
2014,santo_domingo,Mujer,15-19,22341
2014,santo_domingo,Mujer,20-29,40650
2014,santo_domingo,Mujer,30-44,47716
2014,santo_domingo,Mujer,45-64,33517
2014,santo_domingo,Mujer,65+,12794
2014,sucumbios,Hombre,0-14,35016
2014,sucumbios,Hombre,15-19,10468
2014,sucumbios,Hombre,20-29,17882
2014,sucumbios,Hombre,30-44,20513
2014,sucumbios,Hombre,45-64,14240
2014,sucumbios,Hombre,65+,4085
2014,sucumbios,Mujer,0-14,33558
2014,sucumbios,Mujer,15-19,10200
2014,sucumbios,Mujer,20-29,16799
2014,sucumbios,Mujer,30-44,17510
2014,sucumbios,Mujer,45-64,10254
2014,sucumbios,Mujer,65+,3256
2014,tungurahua,Hombre,0-14,78125
2014,tungurahua,Hombre,15-19,26414
2014,tungurahua,Hombre,20-29,49921
2014,tungurahua,Hombre,30-44,50713
2014,tungurahua,Hombre,45-64,38357
2014,tungurahua,Hombre,65+,19294
2014,tungurahua,Mujer,0-14,74555
2014,tungurahua,Mujer,15-19,25441
2014,tungurahua,Mujer,20-29,49135
2014,tungurahua,Mujer,30-44,58055
2014,tungurahua,Mujer,45-64,47198
2014,tungurahua,Mujer,65+,23401
2014,zamora,Hombre,0-14,18665
2014,zamora,Hombre,15-19,6052
2014,zamora,Hombre,20-29,10081
2014,zamora,Hombre,30-44,7969
2014,zamora,Hombre,45-64,7200
2014,zamora,Hombre,65+,3003
2014,zamora,Mujer,0-14,17892
2014,zamora,Mujer,15-19,5920
2014,zamora,Mujer,20-29,9653
2014,zamora,Mujer,30-44,7207
2014,zamora,Mujer,45-64,5907
2014,zamora,Mujer,65+,2781
2015,azuay,Hombre,0-14,110811
2015,azuay,Hombre,15-19,36155
2015,azuay,Hombre,20-29,70827
2015,azuay,Hombre,30-44,73831
2015,azuay,Hombre,45-64,49307
2015,azuay,Hombre,65+,24779
2015,azuay,Mujer,0-14,107197
2015,azuay,Mujer,15-19,36034
2015,azuay,Mujer,20-29,73338
2015,azuay,Mujer,30-44,79927
2015,azuay,Mujer,45-64,71234
2015,azuay,Mujer,65+,41198
2015,bolivar,Hombre,0-14,33530
2015,bolivar,Hombre,15-19,10934
2015,bolivar,Hombre,20-29,18111
2015,bolivar,Hombre,30-44,16403
2015,bolivar,Hombre,45-64,14711
2015,bolivar,Hombre,65+,9530
2015,bolivar,Mujer,0-14,32082
2015,bolivar,Mujer,15-19,10692
2015,bolivar,Mujer,20-29,18082
2015,bolivar,Mujer,30-44,18822
2015,bolivar,Mujer,45-64,16482
2015,bolivar,Mujer,65+,10951
2015,carchi,Hombre,0-14,24679
2015,carchi,Hombre,15-19,8264
2015,carchi,Hombre,20-29,16229
2015,carchi,Hombre,30-44,16508
2015,carchi,Hombre,45-64,12868
2015,carchi,Hombre,65+,7099
2015,carchi,Mujer,0-14,23564
2015,carchi,Mujer,15-19,8003
2015,carchi,Mujer,20-29,15642
2015,carchi,Mujer,30-44,18051
2015,carchi,Mujer,45-64,15251
2015,carchi,Mujer,65+,9144
2015,cañar,Hombre,0-14,38670
2015,cañar,Hombre,15-19,11018
2015,cañar,Hombre,20-29,19158
2015,cañar,Hombre,30-44,15963
2015,cañar,Hombre,45-64,15319
2015,cañar,Hombre,65+,9034
2015,cañar,Mujer,0-14,37177
2015,cañar,Mujer,15-19,11193
2015,cañar,Mujer,20-29,20952
2015,cañar,Mujer,30-44,24068
2015,cañar,Mujer,45-64,20963
2015,cañar,Mujer,65+,11904
2015,chimborazo,Hombre,0-14,72917
2015,chimborazo,Hombre,15-19,26077
2015,chimborazo,Hombre,20-29,43613
2015,chimborazo,Hombre,30-44,39917
2015,chimborazo,Hombre,45-64,36550
2015,chimborazo,Hombre,65+,19917
2015,chimborazo,Mujer,0-14,69667
2015,chimborazo,Mujer,15-19,25396
2015,chimborazo,Mujer,20-29,43089
2015,chimborazo,Mujer,30-44,46489
2015,chimborazo,Mujer,45-64,45084
2015,chimborazo,Mujer,65+,26320
2015,cotopaxi,Hombre,0-14,69820
2015,cotopaxi,Hombre,15-19,22877
2015,cotopaxi,Hombre,20-29,41604
2015,cotopaxi,Hombre,30-44,41232
2015,cotopaxi,Hombre,45-64,27941
2015,cotopaxi,Hombre,65+,13677
2015,cotopaxi,Mujer,0-14,66826
2015,cotopaxi,Mujer,15-19,22510
2015,cotopaxi,Mujer,20-29,41052
2015,cotopaxi,Mujer,30-44,46101
2015,cotopaxi,Mujer,45-64,34053
2015,cotopaxi,Mujer,65+,16170
2015,el_oro,Hombre,0-14,98190
2015,el_oro,Hombre,15-19,33311
2015,el_oro,Hombre,20-29,63792
2015,el_oro,Hombre,30-44,71579
2015,el_oro,Hombre,45-64,54558
2015,el_oro,Hombre,65+,19778
2015,el_oro,Mujer,0-14,93467
2015,el_oro,Mujer,15-19,31730
2015,el_oro,Mujer,20-29,60437
2015,el_oro,Mujer,30-44,74318
2015,el_oro,Mujer,45-64,58966
2015,el_oro,Mujer,65+,23319
2015,esmeraldas,Hombre,0-14,99851
2015,esmeraldas,Hombre,15-19,29536
2015,esmeraldas,Hombre,20-29,48966
2015,esmeraldas,Hombre,30-44,51307
2015,esmeraldas,Hombre,45-64,39550
2015,esmeraldas,Hombre,65+,15448
2015,esmeraldas,Mujer,0-14,95646
2015,esmeraldas,Mujer,15-19,29307
2015,esmeraldas,Mujer,20-29,48998
2015,esmeraldas,Mujer,30-44,53106
2015,esmeraldas,Mujer,45-64,40907
2015,esmeraldas,Mujer,65+,15345
2015,galapagos,Hombre,0-14,3538
2015,galapagos,Hombre,15-19,1138
2015,galapagos,Hombre,20-29,2273
2015,galapagos,Hombre,30-44,3643
2015,galapagos,Hombre,45-64,2677
2015,galapagos,Hombre,65+,907
2015,galapagos,Mujer,0-14,3562
2015,galapagos,Mujer,15-19,1171
2015,galapagos,Mujer,20-29,2269
2015,galapagos,Mujer,30-44,3322
2015,galapagos,Mujer,45-64,2170
2015,galapagos,Mujer,65+,614
2015,guayas,Hombre,0-14,638349
2015,guayas,Hombre,15-19,198324
2015,guayas,Hombre,20-29,357243
2015,guayas,Hombre,30-44,431127
2015,guayas,Hombre,45-64,367272
2015,guayas,Hombre,65+,120403
2015,guayas,Mujer,0-14,605983
2015,guayas,Mujer,15-19,186878
2015,guayas,Mujer,20-29,340033
2015,guayas,Mujer,30-44,417846
2015,guayas,Mujer,45-64,370694
2015,guayas,Mujer,65+,124288
2015,imbabura,Hombre,0-14,68643
2015,imbabura,Hombre,15-19,22870
2015,imbabura,Hombre,20-29,41174
2015,imbabura,Hombre,30-44,40357
2015,imbabura,Hombre,45-64,31713
2015,imbabura,Hombre,65+,14991
2015,imbabura,Mujer,0-14,66238
2015,imbabura,Mujer,15-19,22340
2015,imbabura,Mujer,20-29,40219
2015,imbabura,Mujer,30-44,45723
2015,imbabura,Mujer,45-64,37957
2015,imbabura,Mujer,65+,19569
2015,loja,Hombre,0-14,72907
2015,loja,Hombre,15-19,24956
2015,loja,Hombre,20-29,45513
2015,loja,Hombre,30-44,44048
2015,loja,Hombre,45-64,36763
2015,loja,Hombre,65+,19461
2015,loja,Mujer,0-14,70134
2015,loja,Mujer,15-19,24186
2015,loja,Mujer,20-29,43480
2015,loja,Mujer,30-44,47402
2015,loja,Mujer,45-64,42231
2015,loja,Mujer,65+,23588
2015,los_rios,Hombre,0-14,136031
2015,los_rios,Hombre,15-19,42394
2015,los_rios,Hombre,20-29,77069
2015,los_rios,Hombre,30-44,86417
2015,los_rios,Hombre,45-64,71132
2015,los_rios,Hombre,65+,25796
2015,los_rios,Mujer,0-14,129681
2015,los_rios,Mujer,15-19,40816
2015,los_rios,Mujer,20-29,74471
2015,los_rios,Mujer,30-44,82271
2015,los_rios,Mujer,45-64,70974
2015,los_rios,Mujer,65+,30738
2015,manabi,Hombre,0-14,232773
2015,manabi,Hombre,15-19,78290
2015,manabi,Hombre,20-29,150243
2015,manabi,Hombre,30-44,149419
2015,manabi,Hombre,45-64,110270
2015,manabi,Hombre,65+,44635
2015,manabi,Mujer,0-14,224033
2015,manabi,Mujer,15-19,75946
2015,manabi,Mujer,20-29,145103
2015,manabi,Mujer,30-44,135919
2015,manabi,Mujer,45-64,113433
2015,manabi,Mujer,65+,67845
2015,morona,Hombre,0-14,35837
2015,morona,Hombre,15-19,10707
2015,morona,Hombre,20-29,17265
2015,morona,Hombre,30-44,13108
2015,morona,Hombre,45-64,8003
2015,morona,Hombre,65+,3373
2015,morona,Mujer,0-14,34068
2015,morona,Mujer,15-19,10194
2015,morona,Mujer,20-29,16213
2015,morona,Mujer,30-44,13230
2015,morona,Mujer,45-64,8366
2015,morona,Mujer,65+,3714
2015,napo,Hombre,0-14,22416
2015,napo,Hombre,15-19,6780
2015,napo,Hombre,20-29,11953
2015,napo,Hombre,30-44,10483
2015,napo,Hombre,45-64,6545
2015,napo,Hombre,65+,2693
2015,napo,Mujer,0-14,21357
2015,napo,Mujer,15-19,6489
2015,napo,Mujer,20-29,11450
2015,napo,Mujer,30-44,10849
2015,napo,Mujer,45-64,6337
2015,napo,Mujer,65+,2366
2015,orellana,Hombre,0-14,30237
2015,orellana,Hombre,15-19,8368
2015,orellana,Hombre,20-29,14238
2015,orellana,Hombre,30-44,16878
2015,orellana,Hombre,45-64,11062
2015,orellana,Hombre,65+,2863
2015,orellana,Mujer,0-14,29020
2015,orellana,Mujer,15-19,8027
2015,orellana,Mujer,20-29,13035
2015,orellana,Mujer,30-44,14668
2015,orellana,Mujer,45-64,8648
2015,orellana,Mujer,65+,2311
2015,pastaza,Hombre,0-14,18397
2015,pastaza,Hombre,15-19,5005
2015,pastaza,Hombre,20-29,9041
2015,pastaza,Hombre,30-44,8959
2015,pastaza,Hombre,45-64,6199
2015,pastaza,Hombre,65+,2064
2015,pastaza,Mujer,0-14,17531
2015,pastaza,Mujer,15-19,4874
2015,pastaza,Mujer,20-29,9573
2015,pastaza,Mujer,30-44,8584
2015,pastaza,Mujer,45-64,5801
2015,pastaza,Mujer,65+,2342
2015,pichincha,Hombre,0-14,386748
2015,pichincha,Hombre,15-19,129096
2015,pichincha,Hombre,20-29,267032
2015,pichincha,Hombre,30-44,336065
2015,pichincha,Hombre,45-64,239711
2015,pichincha,Hombre,65+,82366
2015,pichincha,Mujer,0-14,370733
2015,pichincha,Mujer,15-19,125935
2015,pichincha,Mujer,20-29,272527
2015,pichincha,Mujer,30-44,355184
2015,pichincha,Mujer,45-64,266138
2015,pichincha,Mujer,65+,99719
2015,santa_elena,Hombre,0-14,55241
2015,santa_elena,Hombre,15-19,17199
2015,santa_elena,Hombre,20-29,34423
2015,santa_elena,Hombre,30-44,37994
2015,santa_elena,Hombre,45-64,25802
2015,santa_elena,Hombre,65+,9952
2015,santa_elena,Mujer,0-14,52912
2015,santa_elena,Mujer,15-19,16751
2015,santa_elena,Mujer,20-29,32203
2015,santa_elena,Mujer,30-44,35669
2015,santa_elena,Mujer,45-64,26150
2015,santa_elena,Mujer,65+,11067
2015,santo_domingo,Hombre,0-14,76888
2015,santo_domingo,Hombre,15-19,22883
2015,santo_domingo,Hombre,20-29,41612
2015,santo_domingo,Hombre,30-44,46954
2015,santo_domingo,Hombre,45-64,33588
2015,santo_domingo,Hombre,65+,12966
2015,santo_domingo,Mujer,0-14,73609
2015,santo_domingo,Mujer,15-19,22582
2015,santo_domingo,Mujer,20-29,41492
2015,santo_domingo,Mujer,30-44,48765
2015,santo_domingo,Mujer,45-64,34828
2015,santo_domingo,Mujer,65+,13317
2015,sucumbios,Hombre,0-14,35071
2015,sucumbios,Hombre,15-19,10485
2015,sucumbios,Hombre,20-29,17986
2015,sucumbios,Hombre,30-44,20899
2015,sucumbios,Hombre,45-64,14860
2015,sucumbios,Hombre,65+,4309
2015,sucumbios,Mujer,0-14,33646
2015,sucumbios,Mujer,15-19,10268
2015,sucumbios,Mujer,20-29,17107
2015,sucumbios,Mujer,30-44,18008
2015,sucumbios,Mujer,45-64,10749
2015,sucumbios,Mujer,65+,3385
2015,tungurahua,Hombre,0-14,77969
2015,tungurahua,Hombre,15-19,26187
2015,tungurahua,Hombre,20-29,50427
2015,tungurahua,Hombre,30-44,52070
2015,tungurahua,Hombre,45-64,39319
2015,tungurahua,Hombre,65+,19968
2015,tungurahua,Mujer,0-14,74397
2015,tungurahua,Mujer,15-19,25227
2015,tungurahua,Mujer,20-29,49500
2015,tungurahua,Mujer,30-44,58921
2015,tungurahua,Mujer,45-64,48524
2015,tungurahua,Mujer,65+,24220
2015,zamora,Hombre,0-14,18611
2015,zamora,Hombre,15-19,6017
2015,zamora,Hombre,20-29,10302
2015,zamora,Hombre,30-44,8261
2015,zamora,Hombre,45-64,7319
2015,zamora,Hombre,65+,3177
2015,zamora,Mujer,0-14,17883
2015,zamora,Mujer,15-19,5960
2015,zamora,Mujer,20-29,10108
2015,zamora,Mujer,30-44,7602
2015,zamora,Mujer,45-64,6001
2015,zamora,Mujer,65+,2920
2016,azuay,Hombre,0-14,111094
2016,azuay,Hombre,15-19,35784
2016,azuay,Hombre,20-29,71524
2016,azuay,Hombre,30-44,76282
2016,azuay,Hombre,45-64,50706
2016,azuay,Hombre,65+,25502
2016,azuay,Mujer,0-14,107362
2016,azuay,Mujer,15-19,35604
2016,azuay,Mujer,20-29,73924
2016,azuay,Mujer,30-44,82340
2016,azuay,Mujer,45-64,72970
2016,azuay,Mujer,65+,42523
2016,bolivar,Hombre,0-14,32849
2016,bolivar,Hombre,15-19,10922
2016,bolivar,Hombre,20-29,18231
2016,bolivar,Hombre,30-44,16802
2016,bolivar,Hombre,45-64,14804
2016,bolivar,Hombre,65+,9778
2016,bolivar,Mujer,0-14,31401
2016,bolivar,Mujer,15-19,10663
2016,bolivar,Mujer,20-29,18153
2016,bolivar,Mujer,30-44,19058
2016,bolivar,Mujer,45-64,16679
2016,bolivar,Mujer,65+,11162
2016,carchi,Hombre,0-14,24678
2016,carchi,Hombre,15-19,8228
2016,carchi,Hombre,20-29,16455
2016,carchi,Hombre,30-44,17139
2016,carchi,Hombre,45-64,13188
2016,carchi,Hombre,65+,7398
2016,carchi,Mujer,0-14,23524
2016,carchi,Mujer,15-19,7938
2016,carchi,Mujer,20-29,15830
2016,carchi,Mujer,30-44,18366
2016,carchi,Mujer,45-64,15653
2016,carchi,Mujer,65+,9422
2016,cañar,Hombre,0-14,38639
2016,cañar,Hombre,15-19,10787
2016,cañar,Hombre,20-29,19133
2016,cañar,Hombre,30-44,16334
2016,cañar,Hombre,45-64,15445
2016,cañar,Hombre,65+,9346
2016,cañar,Mujer,0-14,37101
2016,cañar,Mujer,15-19,10940
2016,cañar,Mujer,20-29,20832
2016,cañar,Mujer,30-44,24190
2016,cañar,Mujer,45-64,21469
2016,cañar,Mujer,65+,12190
2016,chimborazo,Hombre,0-14,71926
2016,chimborazo,Hombre,15-19,25738
2016,chimborazo,Hombre,20-29,44290
2016,chimborazo,Hombre,30-44,40981
2016,chimborazo,Hombre,45-64,37039
2016,chimborazo,Hombre,65+,20722
2016,chimborazo,Mujer,0-14,68649
2016,chimborazo,Mujer,15-19,25048
2016,chimborazo,Mujer,20-29,43729
2016,chimborazo,Mujer,30-44,46894
2016,chimborazo,Mujer,45-64,45759
2016,chimborazo,Mujer,65+,27045
2016,cotopaxi,Hombre,0-14,69451
2016,cotopaxi,Hombre,15-19,23006
2016,cotopaxi,Hombre,20-29,42334
2016,cotopaxi,Hombre,30-44,43000
2016,cotopaxi,Hombre,45-64,28671
2016,cotopaxi,Hombre,65+,14183
2016,cotopaxi,Mujer,0-14,66315
2016,cotopaxi,Mujer,15-19,22526
2016,cotopaxi,Mujer,20-29,41708
2016,cotopaxi,Mujer,30-44,47176
2016,cotopaxi,Mujer,45-64,35046
2016,cotopaxi,Mujer,65+,16768
2016,el_oro,Hombre,0-14,98270
2016,el_oro,Hombre,15-19,33287
2016,el_oro,Hombre,20-29,64753
2016,el_oro,Hombre,30-44,73967
2016,el_oro,Hombre,45-64,56536
2016,el_oro,Hombre,65+,20651
2016,el_oro,Mujer,0-14,93477
2016,el_oro,Mujer,15-19,31679
2016,el_oro,Mujer,20-29,61447
2016,el_oro,Mujer,30-44,75985
2016,el_oro,Mujer,45-64,61326
2016,el_oro,Mujer,65+,24295
2016,esmeraldas,Hombre,0-14,99332
2016,esmeraldas,Hombre,15-19,29439
2016,esmeraldas,Hombre,20-29,49296
2016,esmeraldas,Hombre,30-44,52692
2016,esmeraldas,Hombre,45-64,40364
2016,esmeraldas,Hombre,65+,16237
2016,esmeraldas,Mujer,0-14,95241
2016,esmeraldas,Mujer,15-19,29278
2016,esmeraldas,Mujer,20-29,49689
2016,esmeraldas,Mujer,30-44,54301
2016,esmeraldas,Mujer,45-64,41919
2016,esmeraldas,Mujer,65+,16028
2016,galapagos,Hombre,0-14,3523
2016,galapagos,Hombre,15-19,1154
2016,galapagos,Hombre,20-29,2249
2016,galapagos,Hombre,30-44,3693
2016,galapagos,Hombre,45-64,2704
2016,galapagos,Hombre,65+,955
2016,galapagos,Mujer,0-14,3539
2016,galapagos,Mujer,15-19,1209
2016,galapagos,Mujer,20-29,2265
2016,galapagos,Mujer,30-44,3372
2016,galapagos,Mujer,45-64,2267
2016,galapagos,Mujer,65+,649
2016,guayas,Hombre,0-14,641306
2016,guayas,Hombre,15-19,200825
2016,guayas,Hombre,20-29,364602
2016,guayas,Hombre,30-44,440071
2016,guayas,Hombre,45-64,378880
2016,guayas,Hombre,65+,126609
2016,guayas,Mujer,0-14,608715
2016,guayas,Mujer,15-19,188635
2016,guayas,Mujer,20-29,345683
2016,guayas,Mujer,30-44,426574
2016,guayas,Mujer,45-64,382586
2016,guayas,Mujer,65+,130808
2016,imbabura,Hombre,0-14,68208
2016,imbabura,Hombre,15-19,22875
2016,imbabura,Hombre,20-29,41955
2016,imbabura,Hombre,30-44,41685
2016,imbabura,Hombre,45-64,32555
2016,imbabura,Hombre,65+,15526
2016,imbabura,Mujer,0-14,65790
2016,imbabura,Mujer,15-19,22340
2016,imbabura,Mujer,20-29,40957
2016,imbabura,Mujer,30-44,46542
2016,imbabura,Mujer,45-64,39029
2016,imbabura,Mujer,65+,20177
2016,loja,Hombre,0-14,72240
2016,loja,Hombre,15-19,24424
2016,loja,Hombre,20-29,45703
2016,loja,Hombre,30-44,44962
2016,loja,Hombre,45-64,37130
2016,loja,Hombre,65+,19915
2016,loja,Mujer,0-14,69517
2016,loja,Mujer,15-19,23747
2016,loja,Mujer,20-29,43938
2016,loja,Mujer,30-44,47695
2016,loja,Mujer,45-64,42955
2016,loja,Mujer,65+,24034
2016,los_rios,Hombre,0-14,136521
2016,los_rios,Hombre,15-19,42550
2016,los_rios,Hombre,20-29,78490
2016,los_rios,Hombre,30-44,88484
2016,los_rios,Hombre,45-64,72741
2016,los_rios,Hombre,65+,27079
2016,los_rios,Mujer,0-14,130174
2016,los_rios,Mujer,15-19,40977
2016,los_rios,Mujer,20-29,76109
2016,los_rios,Mujer,30-44,84777
2016,los_rios,Mujer,45-64,72875
2016,los_rios,Mujer,65+,32616
2016,manabi,Hombre,0-14,232318
2016,manabi,Hombre,15-19,78116
2016,manabi,Hombre,20-29,152508
2016,manabi,Hombre,30-44,155029
2016,manabi,Hombre,45-64,112227
2016,manabi,Hombre,65+,46520
2016,manabi,Mujer,0-14,223436
2016,manabi,Mujer,15-19,75629
2016,manabi,Mujer,20-29,147984
2016,manabi,Mujer,30-44,141740
2016,manabi,Mujer,45-64,115384
2016,manabi,Mujer,65+,71203
2016,morona,Hombre,0-14,36027
2016,morona,Hombre,15-19,10835
2016,morona,Hombre,20-29,17834
2016,morona,Hombre,30-44,13832
2016,morona,Hombre,45-64,8224
2016,morona,Hombre,65+,3504
2016,morona,Mujer,0-14,34236
2016,morona,Mujer,15-19,10310
2016,morona,Mujer,20-29,16812
2016,morona,Mujer,30-44,13824
2016,morona,Mujer,45-64,8639
2016,morona,Mujer,65+,3873
2016,napo,Hombre,0-14,22574
2016,napo,Hombre,15-19,6808
2016,napo,Hombre,20-29,12148
2016,napo,Hombre,30-44,10909
2016,napo,Hombre,45-64,6728
2016,napo,Hombre,65+,2833
2016,napo,Mujer,0-14,21505
2016,napo,Mujer,15-19,6511
2016,napo,Mujer,20-29,11714
2016,napo,Mujer,30-44,11273
2016,napo,Mujer,45-64,6613
2016,napo,Mujer,65+,2480
2016,orellana,Hombre,0-14,30669
2016,orellana,Hombre,15-19,8540
2016,orellana,Hombre,20-29,14534
2016,orellana,Hombre,30-44,17316
2016,orellana,Hombre,45-64,11632
2016,orellana,Hombre,65+,3040
2016,orellana,Mujer,0-14,29443
2016,orellana,Mujer,15-19,8239
2016,orellana,Mujer,20-29,13472
2016,orellana,Mujer,30-44,15102
2016,orellana,Mujer,45-64,9148
2016,orellana,Mujer,65+,2447
2016,pastaza,Hombre,0-14,18705
2016,pastaza,Hombre,15-19,5105
2016,pastaza,Hombre,20-29,9256
2016,pastaza,Hombre,30-44,9299
2016,pastaza,Hombre,45-64,6425
2016,pastaza,Hombre,65+,2193
2016,pastaza,Mujer,0-14,17805
2016,pastaza,Mujer,15-19,4978
2016,pastaza,Mujer,20-29,9821
2016,pastaza,Mujer,30-44,9001
2016,pastaza,Mujer,45-64,5989
2016,pastaza,Mujer,65+,2470
2016,pichincha,Hombre,0-14,387232
2016,pichincha,Hombre,15-19,129956
2016,pichincha,Hombre,20-29,270019
2016,pichincha,Hombre,30-44,345487
2016,pichincha,Hombre,45-64,248563
2016,pichincha,Hombre,65+,87182
2016,pichincha,Mujer,0-14,370999
2016,pichincha,Mujer,15-19,126916
2016,pichincha,Mujer,20-29,273791
2016,pichincha,Mujer,30-44,366388
2016,pichincha,Mujer,45-64,275184
2016,pichincha,Mujer,65+,105642
2016,santa_elena,Hombre,0-14,55942
2016,santa_elena,Hombre,15-19,17351
2016,santa_elena,Hombre,20-29,34916
2016,santa_elena,Hombre,30-44,39475
2016,santa_elena,Hombre,45-64,26783
2016,santa_elena,Hombre,65+,10333
2016,santa_elena,Mujer,0-14,53645
2016,santa_elena,Mujer,15-19,17046
2016,santa_elena,Mujer,20-29,33194
2016,santa_elena,Mujer,30-44,36846
2016,santa_elena,Mujer,45-64,27148
2016,santa_elena,Mujer,65+,11439
2016,santo_domingo,Hombre,0-14,77665
2016,santo_domingo,Hombre,15-19,23030
2016,santo_domingo,Hombre,20-29,42289
2016,santo_domingo,Hombre,30-44,48176
2016,santo_domingo,Hombre,45-64,34753
2016,santo_domingo,Hombre,65+,13458
2016,santo_domingo,Mujer,0-14,74201
2016,santo_domingo,Mujer,15-19,22649
2016,santo_domingo,Mujer,20-29,42131
2016,santo_domingo,Mujer,30-44,49773
2016,santo_domingo,Mujer,45-64,36183
2016,santo_domingo,Mujer,65+,13852
2016,sucumbios,Hombre,0-14,35097
2016,sucumbios,Hombre,15-19,10483
2016,sucumbios,Hombre,20-29,18102
2016,sucumbios,Hombre,30-44,21256
2016,sucumbios,Hombre,45-64,15487
2016,sucumbios,Hombre,65+,4537
2016,sucumbios,Mujer,0-14,33699
2016,sucumbios,Mujer,15-19,10314
2016,sucumbios,Mujer,20-29,17437
2016,sucumbios,Mujer,30-44,18497
2016,sucumbios,Mujer,45-64,11264
2016,sucumbios,Mujer,65+,3523
2016,tungurahua,Hombre,0-14,77708
2016,tungurahua,Hombre,15-19,25913
2016,tungurahua,Hombre,20-29,50708
2016,tungurahua,Hombre,30-44,53394
2016,tungurahua,Hombre,45-64,40268
2016,tungurahua,Hombre,65+,20603
2016,tungurahua,Mujer,0-14,74161
2016,tungurahua,Mujer,15-19,24997
2016,tungurahua,Mujer,20-29,49759
2016,tungurahua,Mujer,30-44,59773
2016,tungurahua,Mujer,45-64,49887
2016,tungurahua,Mujer,65+,25070
2016,zamora,Hombre,0-14,18539
2016,zamora,Hombre,15-19,5971
2016,zamora,Hombre,20-29,10481
2016,zamora,Hombre,30-44,8587
2016,zamora,Hombre,45-64,7429
2016,zamora,Hombre,65+,3352
2016,zamora,Mujer,0-14,17850
2016,zamora,Mujer,15-19,5984
2016,zamora,Mujer,20-29,10535
2016,zamora,Mujer,30-44,8039
2016,zamora,Mujer,45-64,6093
2016,zamora,Mujer,65+,3062
2017,azuay,Hombre,0-14,111276
2017,azuay,Hombre,15-19,35485
2017,azuay,Hombre,20-29,72084
2017,azuay,Hombre,30-44,78676
2017,azuay,Hombre,45-64,52178
2017,azuay,Hombre,65+,26247
2017,azuay,Mujer,0-14,107462
2017,azuay,Mujer,15-19,35249
2017,azuay,Mujer,20-29,74301
2017,azuay,Mujer,30-44,84762
2017,azuay,Mujer,45-64,74643
2017,azuay,Mujer,65+,43849
2017,bolivar,Hombre,0-14,32110
2017,bolivar,Hombre,15-19,10888
2017,bolivar,Hombre,20-29,18295
2017,bolivar,Hombre,30-44,17218
2017,bolivar,Hombre,45-64,14888
2017,bolivar,Hombre,65+,10031
2017,bolivar,Mujer,0-14,30655
2017,bolivar,Mujer,15-19,10600
2017,bolivar,Mujer,20-29,18144
2017,bolivar,Mujer,30-44,19273
2017,bolivar,Mujer,45-64,16873
2017,bolivar,Mujer,65+,11362
2017,carchi,Hombre,0-14,24653
2017,carchi,Hombre,15-19,8217
2017,carchi,Hombre,20-29,16669
2017,carchi,Hombre,30-44,17807
2017,carchi,Hombre,45-64,13543
2017,carchi,Hombre,65+,7698
2017,carchi,Mujer,0-14,23456
2017,carchi,Mujer,15-19,7885
2017,carchi,Mujer,20-29,15976
2017,carchi,Mujer,30-44,18676
2017,carchi,Mujer,45-64,16088
2017,carchi,Mujer,65+,9689
2017,cañar,Hombre,0-14,38541
2017,cañar,Hombre,15-19,10599
2017,cañar,Hombre,20-29,19061
2017,cañar,Hombre,30-44,16744
2017,cañar,Hombre,45-64,15555
2017,cañar,Hombre,65+,9661
2017,cañar,Mujer,0-14,36952
2017,cañar,Mujer,15-19,10713
2017,cañar,Mujer,20-29,20627
2017,cañar,Mujer,30-44,24281
2017,cañar,Mujer,45-64,21974
2017,cañar,Mujer,65+,12473
2017,chimborazo,Hombre,0-14,70874
2017,chimborazo,Hombre,15-19,25295
2017,chimborazo,Hombre,20-29,44756
2017,chimborazo,Hombre,30-44,42037
