anio,provincia,sexo,grupo_edad,poblacion
2012,el_oro,Hombre,15-19,33141
2012,el_oro,Hombre,20-29,60133
2012,el_oro,Hombre,30-44,64772
2012,el_oro,Hombre,45-64,48854
2012,el_oro,Hombre,65+,17236
2012,el_oro,Mujer,0-14,93305
2012,el_oro,Mujer,15-19,31642
2012,el_oro,Mujer,20-29,56984
2012,el_oro,Mujer,30-44,69156
2012,el_oro,Mujer,45-64,52376
2012,el_oro,Mujer,65+,20525
2012,esmeraldas,Hombre,0-14,100571
2012,esmeraldas,Hombre,15-19,29633
2012,esmeraldas,Hombre,20-29,47460
2012,esmeraldas,Hombre,30-44,47305
2012,esmeraldas,Hombre,45-64,36834
2012,esmeraldas,Hombre,65+,13400
2012,esmeraldas,Mujer,0-14,96312
2012,esmeraldas,Mujer,15-19,29175
2012,esmeraldas,Mujer,20-29,46860
2012,esmeraldas,Mujer,30-44,49500
2012,esmeraldas,Mujer,45-64,37715
2012,esmeraldas,Mujer,65+,13595
2012,galapagos,Hombre,0-14,3582
2012,galapagos,Hombre,15-19,1133
2012,galapagos,Hombre,20-29,2295
2012,galapagos,Hombre,30-44,3505
2012,galapagos,Hombre,45-64,2603
2012,galapagos,Hombre,65+,771
2012,galapagos,Mujer,0-14,3603
2012,galapagos,Mujer,15-19,1117
2012,galapagos,Mujer,20-29,2245
2012,galapagos,Mujer,30-44,3168
2012,galapagos,Mujer,45-64,1901
2012,galapagos,Mujer,65+,523
2012,guayas,Hombre,0-14,623583
2012,guayas,Hombre,15-19,189452
2012,guayas,Hombre,20-29,336190
2012,guayas,Hombre,30-44,405140
2012,guayas,Hombre,45-64,331204
2012,guayas,Hombre,65+,103588
2012,guayas,Mujer,0-14,592986
2012,guayas,Mujer,15-19,180366
2012,guayas,Mujer,20-29,323143
2012,guayas,Mujer,30-44,393445
2012,guayas,Mujer,45-64,333665
2012,guayas,Mujer,65+,106651
2012,imbabura,Hombre,0-14,69341
2012,imbabura,Hombre,15-19,22601
2012,imbabura,Hombre,20-29,38274
2012,imbabura,Hombre,30-44,36934
2012,imbabura,Hombre,45-64,29212
2012,imbabura,Hombre,65+,13493
2012,imbabura,Mujer,0-14,67103
2012,imbabura,Mujer,15-19,22053
2012,imbabura,Mujer,20-29,37841
2012,imbabura,Mujer,30-44,43340
2012,imbabura,Mujer,45-64,34875
2012,imbabura,Mujer,65+,17849
2012,loja,Hombre,0-14,74924
2012,loja,Hombre,15-19,25971
2012,loja,Hombre,20-29,43885
2012,loja,Hombre,30-44,41446
2012,loja,Hombre,45-64,35350
2012,loja,Hombre,65+,18110
2012,loja,Mujer,0-14,72022
2012,loja,Mujer,15-19,24990
2012,loja,Mujer,20-29,41566
2012,loja,Mujer,30-44,46372
2012,loja,Mujer,45-64,39991
2012,loja,Mujer,65+,22245
2012,los_rios,Hombre,0-14,133868
2012,los_rios,Hombre,15-19,41874
2012,los_rios,Hombre,20-29,72611
2012,los_rios,Hombre,30-44,80235
2012,los_rios,Hombre,45-64,66213
2012,los_rios,Hombre,65+,22227
2012,los_rios,Mujer,0-14,127804
2012,los_rios,Mujer,15-19,40332
2012,los_rios,Mujer,20-29,69415
2012,los_rios,Mujer,30-44,75308
2012,los_rios,Mujer,45-64,65291
2012,los_rios,Mujer,65+,25989
2012,manabi,Hombre,0-14,233702
2012,manabi,Hombre,15-19,78513
2012,manabi,Hombre,20-29,141191
2012,manabi,Hombre,30-44,133974
2012,manabi,Hombre,45-64,105345
2012,manabi,Hombre,65+,39085
2012,manabi,Mujer,0-14,225602
2012,manabi,Mujer,15-19,76429
2012,manabi,Mujer,20-29,133325
2012,manabi,Mujer,30-44,120706
2012,manabi,Mujer,45-64,108196
2012,manabi,Mujer,65+,58196
2012,morona,Hombre,0-14,35047
2012,morona,Hombre,15-19,10161
2012,morona,Hombre,20-29,15417
2012,morona,Hombre,30-44,11296
2012,morona,Hombre,45-64,7377
2012,morona,Hombre,65+,2991
2012,morona,Mujer,0-14,33384
2012,morona,Mujer,15-19,9676
2012,morona,Mujer,20-29,14321
2012,morona,Mujer,30-44,11687
2012,morona,Mujer,45-64,7618
2012,morona,Mujer,65+,3267
2012,napo,Hombre,0-14,21829
2012,napo,Hombre,15-19,6674
2012,napo,Hombre,20-29,11200
2012,napo,Hombre,30-44,9348
2012,napo,Hombre,45-64,6023
2012,napo,Hombre,65+,2283
2012,napo,Mujer,0-14,20822
2012,napo,Mujer,15-19,6387
2012,napo,Mujer,20-29,10561
2012,napo,Mujer,30-44,9634
2012,napo,Mujer,45-64,5598
2012,napo,Mujer,65+,2064
2012,orellana,Hombre,0-14,28579
2012,orellana,Hombre,15-19,7815
2012,orellana,Hombre,20-29,13413
2012,orellana,Hombre,30-44,15482
2012,orellana,Hombre,45-64,9421
2012,orellana,Hombre,65+,2372
2012,orellana,Mujer,0-14,27342
2012,orellana,Mujer,15-19,7328
2012,orellana,Mujer,20-29,11849
2012,orellana,Mujer,30-44,13265
2012,orellana,Mujer,45-64,7239
2012,orellana,Mujer,65+,1945
2012,pastaza,Hombre,0-14,17311
2012,pastaza,Hombre,15-19,4719
2012,pastaza,Hombre,20-29,8357
2012,pastaza,Hombre,30-44,7992
2012,pastaza,Hombre,45-64,5557
2012,pastaza,Hombre,65+,1720
2012,pastaza,Mujer,0-14,16540
2012,pastaza,Mujer,15-19,4599
2012,pastaza,Mujer,20-29,8774
2012,pastaza,Mujer,30-44,7452
2012,pastaza,Mujer,45-64,5259
2012,pastaza,Mujer,65+,2011
2012,pichincha,Hombre,0-14,382426
2012,pichincha,Hombre,15-19,126255
2012,pichincha,Hombre,20-29,257002
2012,pichincha,Hombre,30-44,306434
2012,pichincha,Hombre,45-64,214414
2012,pichincha,Hombre,65+,69118
2012,pichincha,Mujer,0-14,367105
2012,pichincha,Mujer,15-19,122936
2012,pichincha,Mujer,20-29,267124
2012,pichincha,Mujer,30-44,320660
2012,pichincha,Mujer,45-64,240039
2012,pichincha,Mujer,65+,83715
2012,santa_elena,Hombre,0-14,52878
2012,santa_elena,Hombre,15-19,16781
2012,santa_elena,Hombre,20-29,32735
2012,santa_elena,Hombre,30-44,33721
2012,santa_elena,Hombre,45-64,23011
2012,santa_elena,Hombre,65+,8898
2012,santa_elena,Mujer,0-14,50387
2012,santa_elena,Mujer,15-19,15871
2012,santa_elena,Mujer,20-29,29369
2012,santa_elena,Mujer,30-44,32310
2012,santa_elena,Mujer,45-64,23349
2012,santa_elena,Mujer,65+,10075
2012,santo_domingo,Hombre,0-14,73469
2012,santo_domingo,Hombre,15-19,21867
2012,santo_domingo,Hombre,20-29,38893
2012,santo_domingo,Hombre,30-44,43084
2012,santo_domingo,Hombre,45-64,30164
2012,santo_domingo,Hombre,65+,11466
2012,santo_domingo,Mujer,0-14,70474
2012,santo_domingo,Mujer,15-19,21419
2012,santo_domingo,Mujer,20-29,38495
2012,santo_domingo,Mujer,30-44,45317
2012,santo_domingo,Mujer,45-64,30890
2012,santo_domingo,Mujer,65+,11791
2012,sucumbios,Hombre,0-14,34618
2012,sucumbios,Hombre,15-19,10250
2012,sucumbios,Hombre,20-29,17504
2012,sucumbios,Hombre,30-44,19589
2012,sucumbios,Hombre,45-64,13006
2012,sucumbios,Hombre,65+,3687
2012,sucumbios,Mujer,0-14,33201
2012,sucumbios,Mujer,15-19,9918
2012,sucumbios,Mujer,20-29,16112
2012,sucumbios,Mujer,30-44,16395
2012,sucumbios,Mujer,45-64,9300
2012,sucumbios,Mujer,65+,3024
2012,tungurahua,Hombre,0-14,78322
2012,tungurahua,Hombre,15-19,26768
2012,tungurahua,Hombre,20-29,48300
2012,tungurahua,Hombre,30-44,48259
2012,tungurahua,Hombre,45-64,36381
2012,tungurahua,Hombre,65+,18041
2012,tungurahua,Mujer,0-14,74786
2012,tungurahua,Mujer,15-19,25776
2012,tungurahua,Mujer,20-29,47988
2012,tungurahua,Mujer,30-44,56327
2012,tungurahua,Mujer,45-64,44522
2012,tungurahua,Mujer,65+,21907
2012,zamora,Hombre,0-14,18742
2012,zamora,Hombre,15-19,6081
2012,zamora,Hombre,20-29,9500
2012,zamora,Hombre,30-44,7524
2012,zamora,Hombre,45-64,6921
2012,zamora,Hombre,65+,2684
2012,zamora,Mujer,0-14,17865
2012,zamora,Mujer,15-19,5764
2012,zamora,Mujer,20-29,8670
2012,zamora,Mujer,30-44,6550
2012,zamora,Mujer,45-64,5705
2012,zamora,Mujer,65+,2520
2013,azuay,Hombre,0-14,110107
2013,azuay,Hombre,15-19,36834
2013,azuay,Hombre,20-29,68901
2013,azuay,Hombre,30-44,68857
2013,azuay,Hombre,45-64,46740
2013,azuay,Hombre,65+,23333
2013,azuay,Mujer,0-14,106753
2013,azuay,Mujer,15-19,36820
2013,azuay,Mujer,20-29,71301
2013,azuay,Mujer,30-44,75170
2013,azuay,Mujer,45-64,67640
2013,azuay,Mujer,65+,38317
2013,bolivar,Hombre,0-14,34669
2013,bolivar,Hombre,15-19,10891
2013,bolivar,Hombre,20-29,17653
2013,bolivar,Hombre,30-44,15685
2013,bolivar,Hombre,45-64,14471
2013,bolivar,Hombre,65+,9028
2013,bolivar,Mujer,0-14,33269
2013,bolivar,Mujer,15-19,10695
2013,bolivar,Mujer,20-29,17791
2013,bolivar,Mujer,30-44,18354
2013,bolivar,Mujer,45-64,16086
2013,bolivar,Mujer,65+,10543
2013,carchi,Hombre,0-14,24778
2013,carchi,Hombre,15-19,8441
2013,carchi,Hombre,20-29,15860
2013,carchi,Hombre,30-44,15549
2013,carchi,Hombre,45-64,12449
2013,carchi,Hombre,65+,6521
2013,carchi,Mujer,0-14,23752
2013,carchi,Mujer,15-19,8230
2013,carchi,Mujer,20-29,15347
2013,carchi,Mujer,30-44,17627
2013,carchi,Mujer,45-64,14688
2013,carchi,Mujer,65+,8611
2013,cañar,Hombre,0-14,38602
2013,cañar,Hombre,15-19,11509
2013,cañar,Hombre,20-29,18959
2013,cañar,Hombre,30-44,15339
2013,cañar,Hombre,45-64,14994
2013,cañar,Hombre,65+,8416
2013,cañar,Mujer,0-14,37232
2013,cañar,Mujer,15-19,11729
2013,cañar,Mujer,20-29,21024
2013,cañar,Mujer,30-44,23768
2013,cañar,Mujer,45-64,20001
2013,cañar,Mujer,65+,11346
2013,chimborazo,Hombre,0-14,74742
2013,chimborazo,Hombre,15-19,26362
2013,chimborazo,Hombre,20-29,41707
2013,chimborazo,Hombre,30-44,37841
2013,chimborazo,Hombre,45-64,35461
2013,chimborazo,Hombre,65+,18368
2013,chimborazo,Mujer,0-14,71662
2013,chimborazo,Mujer,15-19,25747
2013,chimborazo,Mujer,20-29,41498
2013,chimborazo,Mujer,30-44,45581
2013,chimborazo,Mujer,45-64,43755
2013,chimborazo,Mujer,65+,24870
2013,cotopaxi,Hombre,0-14,70221
2013,cotopaxi,Hombre,15-19,22619
2013,cotopaxi,Hombre,20-29,40025
2013,cotopaxi,Hombre,30-44,37865
2013,cotopaxi,Hombre,45-64,26648
2013,cotopaxi,Hombre,65+,12669
2013,cotopaxi,Mujer,0-14,67598
2013,cotopaxi,Mujer,15-19,22457
2013,cotopaxi,Mujer,20-29,39725
2013,cotopaxi,Mujer,30-44,43899
2013,cotopaxi,Mujer,45-64,32304
2013,cotopaxi,Mujer,65+,14995
2013,el_oro,Hombre,0-14,97857
2013,el_oro,Hombre,15-19,33250
2013,el_oro,Hombre,20-29,61503
2013,el_oro,Hombre,30-44,66891
2013,el_oro,Hombre,45-64,50740
2013,el_oro,Hombre,65+,18016
2013,el_oro,Mujer,0-14,93332
2013,el_oro,Mujer,15-19,31732
2013,el_oro,Mujer,20-29,58239
2013,el_oro,Mujer,30-44,70863
2013,el_oro,Mujer,45-64,54534
2013,el_oro,Mujer,65+,21390
2013,esmeraldas,Hombre,0-14,100426
2013,esmeraldas,Hombre,15-19,29640
2013,esmeraldas,Hombre,20-29,48052
2013,esmeraldas,Hombre,30-44,48556
2013,esmeraldas,Hombre,45-64,37803
2013,esmeraldas,Hombre,65+,13981
2013,esmeraldas,Mujer,0-14,96146
2013,esmeraldas,Mujer,15-19,29268
2013,esmeraldas,Mujer,20-29,47607
2013,esmeraldas,Mujer,30-44,50689
2013,esmeraldas,Mujer,45-64,38845
2013,esmeraldas,Mujer,65+,14106
2013,galapagos,Hombre,0-14,3573
2013,galapagos,Hombre,15-19,1125
2013,galapagos,Hombre,20-29,2297
2013,galapagos,Hombre,30-44,3551
2013,galapagos,Hombre,45-64,2624
2013,galapagos,Hombre,65+,813
2013,galapagos,Mujer,0-14,3594
2013,galapagos,Mujer,15-19,1120
2013,galapagos,Mujer,20-29,2258
2013,galapagos,Mujer,30-44,3223
2013,galapagos,Mujer,45-64,1989
2013,galapagos,Mujer,65+,551
2013,guayas,Hombre,0-14,629222
2013,guayas,Hombre,15-19,192604
2013,guayas,Hombre,20-29,343105
2013,guayas,Hombre,30-44,413369
2013,guayas,Hombre,45-64,343596
2013,guayas,Hombre,65+,108612
2013,guayas,Mujer,0-14,597887
2013,guayas,Mujer,15-19,182771
2013,guayas,Mujer,20-29,328893
2013,guayas,Mujer,30-44,400961
2013,guayas,Mujer,45-64,346318
2013,guayas,Mujer,65+,111852
2013,imbabura,Hombre,0-14,69189
2013,imbabura,Hombre,15-19,22733
2013,imbabura,Hombre,20-29,39310
2013,imbabura,Hombre,30-44,37988
2013,imbabura,Hombre,45-64,30038
2013,imbabura,Hombre,65+,13958
2013,imbabura,Mujer,0-14,66886
2013,imbabura,Mujer,15-19,22200
2013,imbabura,Mujer,20-29,38654
2013,imbabura,Mujer,30-44,44152
2013,imbabura,Mujer,45-64,35872
2013,imbabura,Mujer,65+,18411
2013,loja,Hombre,0-14,74238
2013,loja,Hombre,15-19,25721
2013,loja,Hombre,20-29,44602
2013,loja,Hombre,30-44,42231
2013,loja,Hombre,45-64,35910
2013,loja,Hombre,65+,18504
2013,loja,Mujer,0-14,71383
2013,loja,Mujer,15-19,24809
2013,loja,Mujer,20-29,42310
2013,loja,Mujer,30-44,46724
2013,loja,Mujer,45-64,40798
2013,loja,Mujer,65+,22659
2013,los_rios,Hombre,0-14,134636
2013,los_rios,Hombre,15-19,42077
2013,los_rios,Hombre,20-29,74099
2013,los_rios,Hombre,30-44,82245
2013,los_rios,Hombre,45-64,67886
2013,los_rios,Hombre,65+,23338
2013,los_rios,Mujer,0-14,128428
2013,los_rios,Mujer,15-19,40511
2013,los_rios,Mujer,20-29,71118
2013,los_rios,Mujer,30-44,77437
2013,los_rios,Mujer,45-64,67219
2013,los_rios,Mujer,65+,27335
2013,manabi,Hombre,0-14,233355
2013,manabi,Hombre,15-19,78477
2013,manabi,Hombre,20-29,144538
2013,manabi,Hombre,30-44,138752
2013,manabi,Hombre,45-64,106986
2013,manabi,Hombre,65+,40731
2013,manabi,Mujer,0-14,225013
2013,manabi,Mujer,15-19,76312
2013,manabi,Mujer,20-29,137639
2013,manabi,Mujer,30-44,125195
2013,manabi,Mujer,45-64,109983
2013,manabi,Mujer,65+,61129
2013,morona,Hombre,0-14,35340
2013,morona,Hombre,15-19,10368
2013,morona,Hombre,20-29,16056
2013,morona,Hombre,30-44,11822
2013,morona,Hombre,45-64,7585
2013,morona,Hombre,65+,3110
2013,morona,Mujer,0-14,33642
2013,morona,Mujer,15-19,9879
2013,morona,Mujer,20-29,14972
2013,morona,Mujer,30-44,12157
2013,morona,Mujer,45-64,7864
2013,morona,Mujer,65+,3403
2013,napo,Hombre,0-14,22034
2013,napo,Hombre,15-19,6718
2013,napo,Hombre,20-29,11473
2013,napo,Hombre,30-44,9696
2013,napo,Hombre,45-64,6196
2013,napo,Hombre,65+,2411
2013,napo,Mujer,0-14,21007
2013,napo,Mujer,15-19,6431
2013,napo,Mujer,20-29,10864
2013,napo,Mujer,30-44,10021
2013,napo,Mujer,45-64,5825
2013,napo,Mujer,65+,2158
2013,orellana,Hombre,0-14,29175
2013,orellana,Hombre,15-19,8008
2013,orellana,Hombre,20-29,13676
2013,orellana,Hombre,30-44,15949
2013,orellana,Hombre,45-64,9954
2013,orellana,Hombre,65+,2528
2013,orellana,Mujer,0-14,27954
2013,orellana,Mujer,15-19,7580
2013,orellana,Mujer,20-29,12228
2013,orellana,Mujer,30-44,13754
2013,orellana,Mujer,45-64,7693
2013,orellana,Mujer,65+,2063
2013,pastaza,Hombre,0-14,17689
2013,pastaza,Hombre,15-19,4812
2013,pastaza,Hombre,20-29,8591
2013,pastaza,Hombre,30-44,8301
2013,pastaza,Hombre,45-64,5764
2013,pastaza,Hombre,65+,1830
2013,pastaza,Mujer,0-14,16888
2013,pastaza,Mujer,15-19,4688
2013,pastaza,Mujer,20-29,9057
2013,pastaza,Mujer,30-44,7809
2013,pastaza,Mujer,45-64,5440
2013,pastaza,Mujer,65+,2118
2013,pichincha,Hombre,0-14,384319
2013,pichincha,Hombre,15-19,127075
2013,pichincha,Hombre,20-29,260461
2013,pichincha,Hombre,30-44,316326
2013,pichincha,Hombre,45-64,222822
2013,pichincha,Hombre,65+,73118
2013,pichincha,Mujer,0-14,368717
2013,pichincha,Mujer,15-19,123705
2013,pichincha,Mujer,20-29,269137
2013,pichincha,Mujer,30-44,331951
2013,pichincha,Mujer,45-64,248710
2013,pichincha,Mujer,65+,88464
2013,santa_elena,Hombre,0-14,53685
2013,santa_elena,Hombre,15-19,16925
2013,santa_elena,Hombre,20-29,33344
2013,santa_elena,Hombre,30-44,35077
2013,santa_elena,Hombre,45-64,23929
2013,santa_elena,Hombre,65+,9217
2013,santa_elena,Mujer,0-14,51260
2013,santa_elena,Mujer,15-19,16172
2013,santa_elena,Mujer,20-29,30306
2013,santa_elena,Mujer,30-44,33394
2013,santa_elena,Mujer,45-64,24274
2013,santa_elena,Mujer,65+,10376
2013,santo_domingo,Hombre,0-14,74720
2013,santo_domingo,Hombre,15-19,22272
2013,santo_domingo,Hombre,20-29,39842
2013,santo_domingo,Hombre,30-44,44371
2013,santo_domingo,Hombre,45-64,31300
2013,santo_domingo,Hombre,65+,11935
2013,santo_domingo,Mujer,0-14,71688
2013,santo_domingo,Mujer,15-19,21929
2013,santo_domingo,Mujer,20-29,39601
2013,santo_domingo,Mujer,30-44,46554
2013,santo_domingo,Mujer,45-64,32205
2013,santo_domingo,Mujer,65+,12273
2013,sucumbios,Hombre,0-14,34896
2013,sucumbios,Hombre,15-19,10412
2013,sucumbios,Hombre,20-29,17755
2013,sucumbios,Hombre,30-44,20091
2013,sucumbios,Hombre,45-64,13624
2013,sucumbios,Hombre,65+,3877
2013,sucumbios,Mujer,0-14,33423
2013,sucumbios,Mujer,15-19,10091
2013,sucumbios,Mujer,20-29,16479
2013,sucumbios,Mujer,30-44,16978
2013,sucumbios,Mujer,45-64,9773
2013,sucumbios,Mujer,65+,3138
2013,tungurahua,Hombre,0-14,78228
2013,tungurahua,Hombre,15-19,26609
2013,tungurahua,Hombre,20-29,49206
2013,tungurahua,Hombre,30-44,49428
2013,tungurahua,Hombre,45-64,37391
2013,tungurahua,Hombre,65+,18634
2013,tungurahua,Mujer,0-14,74671
2013,tungurahua,Mujer,15-19,25625
2013,tungurahua,Mujer,20-29,48629
2013,tungurahua,Mujer,30-44,57187
2013,tungurahua,Mujer,45-64,45877
2013,tungurahua,Mujer,65+,22616
2013,zamora,Hombre,0-14,18708
2013,zamora,Hombre,15-19,6076
2013,zamora,Hombre,20-29,9811
2013,zamora,Hombre,30-44,7724
2013,zamora,Hombre,45-64,7069
2013,zamora,Hombre,65+,2837
2013,zamora,Mujer,0-14,17888
2013,zamora,Mujer,15-19,5855
2013,zamora,Mujer,20-29,9170
2013,zamora,Mujer,30-44,6855
2013,zamora,Mujer,45-64,5812
2013,zamora,Mujer,65+,2644
2014,azuay,Hombre,0-14,110461
2014,azuay,Hombre,15-19,36513
2014,azuay,Hombre,20-29,69939
2014,azuay,Hombre,30-44,71314
2014,azuay,Hombre,45-64,47982
2014,azuay,Hombre,65+,24039
2014,azuay,Mujer,0-14,106967
2014,azuay,Mujer,15-19,36442
2014,azuay,Mujer,20-29,72434
2014,azuay,Mujer,30-44,77479
2014,azuay,Mujer,45-64,69444
2014,azuay,Mujer,65+,39775
2014,bolivar,Hombre,0-14,34136
2014,bolivar,Hombre,15-19,10920
2014,bolivar,Hombre,20-29,17911
2014,bolivar,Hombre,30-44,16022
2014,bolivar,Hombre,45-64,14599
2014,bolivar,Hombre,65+,9276
2014,bolivar,Mujer,0-14,32707
2014,bolivar,Mujer,15-19,10702
2014,bolivar,Mujer,20-29,17961
2014,bolivar,Mujer,30-44,18588
2014,bolivar,Mujer,45-64,16283
2014,bolivar,Mujer,65+,10752
2014,carchi,Hombre,0-14,24700
2014,carchi,Hombre,15-19,8331
2014,carchi,Hombre,20-29,16022
2014,carchi,Hombre,30-44,15958
2014,carchi,Hombre,45-64,12619
2014,carchi,Hombre,65+,6795
2014,carchi,Mujer,0-14,23631
2014,carchi,Mujer,15-19,8099
2014,carchi,Mujer,20-29,15477
2014,carchi,Mujer,30-44,17796
2014,carchi,Mujer,45-64,14932
2014,carchi,Mujer,65+,8867
2014,cañar,Hombre,0-14,38648
2014,cañar,Hombre,15-19,11263
2014,cañar,Hombre,20-29,19105
2014,cañar,Hombre,30-44,15620
2014,cañar,Hombre,45-64,15167
2014,cañar,Hombre,65+,8718
2014,cañar,Mujer,0-14,37210
2014,cañar,Mujer,15-19,11465
2014,cañar,Mujer,20-29,21027
2014,cañar,Mujer,30-44,23925
2014,cañar,Mujer,45-64,20480
2014,cañar,Mujer,65+,11624
2014,chimborazo,Hombre,0-14,73845
2014,chimborazo,Hombre,15-19,26277
2014,chimborazo,Hombre,20-29,42726
2014,chimborazo,Hombre,30-44,38848
2014,chimborazo,Hombre,45-64,36023
2014,chimborazo,Hombre,65+,19113
2014,chimborazo,Mujer,0-14,70668
2014,chimborazo,Mujer,15-19,25633
2014,chimborazo,Mujer,20-29,42338
2014,chimborazo,Mujer,30-44,46052
2014,chimborazo,Mujer,45-64,44425
2014,chimborazo,Mujer,65+,25592
2014,cotopaxi,Hombre,0-14,70060
2014,cotopaxi,Hombre,15-19,22741
2014,cotopaxi,Hombre,20-29,40829
2014,cotopaxi,Hombre,30-44,39494
2014,cotopaxi,Hombre,45-64,27268
2014,cotopaxi,Hombre,65+,13164
2014,cotopaxi,Mujer,0-14,67242
2014,cotopaxi,Mujer,15-19,22489
2014,cotopaxi,Mujer,20-29,40405
2014,cotopaxi,Mujer,30-44,45006
2014,cotopaxi,Mujer,45-64,33150
2014,cotopaxi,Mujer,65+,15575
2014,el_oro,Hombre,0-14,98029
2014,el_oro,Hombre,15-19,33304
2014,el_oro,Hombre,20-29,62720
2014,el_oro,Hombre,30-44,69191
2014,el_oro,Hombre,45-64,52626
2014,el_oro,Hombre,65+,18885
2014,el_oro,Mujer,0-14,93405
2014,el_oro,Mujer,15-19,31760
2014,el_oro,Mujer,20-29,59395
2014,el_oro,Mujer,30-44,72612
2014,el_oro,Mujer,45-64,56714
2014,el_oro,Mujer,65+,22346
2014,esmeraldas,Hombre,0-14,100200
2014,esmeraldas,Hombre,15-19,29599
2014,esmeraldas,Hombre,20-29,48551
2014,esmeraldas,Hombre,30-44,49899
2014,esmeraldas,Hombre,45-64,38701
2014,esmeraldas,Hombre,65+,14679
2014,esmeraldas,Mujer,0-14,95939
2014,esmeraldas,Mujer,15-19,29310
2014,esmeraldas,Mujer,20-29,48321
2014,esmeraldas,Mujer,30-44,51897
2014,esmeraldas,Mujer,45-64,39899
2014,esmeraldas,Mujer,65+,14703
2014,galapagos,Hombre,0-14,3556
2014,galapagos,Hombre,15-19,1127
2014,galapagos,Hombre,20-29,2289
2014,galapagos,Hombre,30-44,3595
2014,galapagos,Hombre,45-64,2652
2014,galapagos,Hombre,65+,859
2014,galapagos,Mujer,0-14,3580
2014,galapagos,Mujer,15-19,1142
2014,galapagos,Mujer,20-29,2264
2014,galapagos,Mujer,30-44,3275
2014,galapagos,Mujer,45-64,2080
2014,galapagos,Mujer,65+,579
2014,guayas,Hombre,0-14,634227
2014,guayas,Hombre,15-19,195573
2014,guayas,Hombre,20-29,350079
2014,guayas,Hombre,30-44,422074
2014,guayas,Hombre,45-64,355526
2014,guayas,Hombre,65+,114313
2014,guayas,Mujer,0-14,602274
2014,guayas,Mujer,15-19,184923
2014,guayas,Mujer,20-29,334427
2014,guayas,Mujer,30-44,409109
2014,guayas,Mujer,45-64,358574
2014,guayas,Mujer,65+,117840
2014,imbabura,Hombre,0-14,68964
2014,imbabura,Hombre,15-19,22821
2014,imbabura,Hombre,20-29,40279
2014,imbabura,Hombre,30-44,39122
2014,imbabura,Hombre,45-64,30873
2014,imbabura,Hombre,65+,14458
2014,imbabura,Mujer,0-14,66599
2014,imbabura,Mujer,15-19,22296
2014,imbabura,Mujer,20-29,39452
2014,imbabura,Mujer,30-44,44938
2014,imbabura,Mujer,45-64,36905
2014,imbabura,Mujer,65+,18988
2014,loja,Hombre,0-14,73561
2014,loja,Hombre,15-19,25392
2014,loja,Hombre,20-29,45141
2014,loja,Hombre,30-44,43113
2014,loja,Hombre,45-64,36362
2014,loja,Hombre,65+,18973
2014,loja,Mujer,0-14,70747
2014,loja,Mujer,15-19,24551
2014,loja,Mujer,20-29,42951
2014,loja,Mujer,30-44,47080
2014,loja,Mujer,45-64,41525
2014,loja,Mujer,65+,23127
2014,los_rios,Hombre,0-14,135374
2014,los_rios,Hombre,15-19,42241
2014,los_rios,Hombre,20-29,75586
2014,los_rios,Hombre,30-44,84315
2014,los_rios,Hombre,45-64,69517
2014,los_rios,Hombre,65+,24532
2014,los_rios,Mujer,0-14,129068
2014,los_rios,Mujer,15-19,40658
2014,los_rios,Mujer,20-29,72782
2014,los_rios,Mujer,30-44,79767
2014,los_rios,Mujer,45-64,69083
2014,los_rios,Mujer,65+,28918
2014,manabi,Hombre,0-14,233075
2014,manabi,Hombre,15-19,78405
2014,manabi,Hombre,20-29,147544
2014,manabi,Hombre,30-44,143919
2014,manabi,Hombre,45-64,108552
2014,manabi,Hombre,65+,42653
2014,manabi,Mujer,0-14,224513
2014,manabi,Mujer,15-19,76152
2014,manabi,Mujer,20-29,141559
2014,manabi,Mujer,30-44,130290
2014,manabi,Mujer,45-64,111642
2014,manabi,Mujer,65+,64411
2014,morona,Hombre,0-14,35605
2014,morona,Hombre,15-19,10550
2014,morona,Hombre,20-29,16672
2014,morona,Hombre,30-44,12432
2014,morona,Hombre,45-64,7788
2014,morona,Hombre,65+,3239
2014,morona,Mujer,0-14,33869
2014,morona,Mujer,15-19,10053
2014,morona,Mujer,20-29,15605
2014,morona,Mujer,30-44,12672
2014,morona,Mujer,45-64,8110
2014,morona,Mujer,65+,3557
2014,napo,Hombre,0-14,22232
2014,napo,Hombre,15-19,6751
2014,napo,Hombre,20-29,11724
2014,napo,Hombre,30-44,10074
2014,napo,Hombre,45-64,6368
2014,napo,Hombre,65+,2551
2014,napo,Mujer,0-14,21187
2014,napo,Mujer,15-19,6465
2014,napo,Mujer,20-29,11167
2014,napo,Mujer,30-44,10432
2014,napo,Mujer,45-64,6074
2014,napo,Mujer,65+,2261
2014,orellana,Hombre,0-14,29733
2014,orellana,Hombre,15-19,8191
2014,orellana,Hombre,20-29,13949
2014,orellana,Hombre,30-44,16418
2014,orellana,Hombre,45-64,10503
2014,orellana,Hombre,65+,2689
2014,orellana,Mujer,0-14,28516
2014,orellana,Mujer,15-19,7812
2014,orellana,Mujer,20-29,12626
2014,orellana,Mujer,30-44,14223
2014,orellana,Mujer,45-64,8165
2014,orellana,Mujer,65+,2182
2014,pastaza,Hombre,0-14,18057
2014,pastaza,Hombre,15-19,4907
2014,pastaza,Hombre,20-29,8817
2014,pastaza,Hombre,30-44,8623
2014,pastaza,Hombre,45-64,5978
